name,index,x1,y1,x2,y2,label,remarks
(3)000000088420.jpg,3,286,151,297,164,0,2
(4)000000088420.jpg,4,450,146,463,162,0,2
(5)000000088420.jpg,5,594,154,608,170,0,2
(6)000000088420.jpg,6,245,157,255,171,0,2
(0)up0334.jpg,0,11,173,40,220,0,2
(1)up0334.jpg,1,233,175,277,234,0,2
(2)up0334.jpg,2,137,150,226,275,1,2
(0)up2942.jpg,0,152,130,202,211,1,2
(1)up2942.jpg,1,13,398,104,500,0,2
(0)up2367.jpg,0,117,50,253,204,1,2
(1)up2367.jpg,1,13,64,55,121,0,2
(0)up4718.jpg,0,56,121,84,159,0,2
(1)up4718.jpg,1,307,231,368,304,1,2
(2)up4718.jpg,2,597,139,629,179,0,2
(3)up4718.jpg,3,338,65,411,168,1,2
(4)up4718.jpg,4,24,312,79,386,1,2
(0)up0956.jpg,0,239,321,265,351,0,2
(1)up0956.jpg,1,144,81,195,151,1,2
(0)000000023344.jpg,0,61,71,74,89,0,2
(1)000000023344.jpg,1,303,64,318,85,0,2
(2)000000023344.jpg,2,38,112,53,130,0,2
(3)000000023344.jpg,3,96,115,110,132,0,2
(4)000000023344.jpg,4,122,61,139,83,0,2
(5)000000023344.jpg,5,248,105,266,122,0,2
(6)000000023344.jpg,6,296,111,312,131,0,2
(7)000000023344.jpg,7,394,108,410,131,0,2
(8)000000023344.jpg,8,226,37,266,102,1,2
(9)000000023344.jpg,9,1,66,11,86,0,2
(10)000000023344.jpg,10,5,34,16,49,0,2
(0)up1493.jpg,0,173,18,224,79,1,2
(1)up1493.jpg,1,83,265,118,308,0,2
(2)up1493.jpg,2,138,136,216,226,1,2
(0)000000010922.jpg,0,242,301,260,321,0,2
(1)000000010922.jpg,1,324,314,342,341,0,2
(2)000000010922.jpg,2,292,315,313,343,0,2
(3)000000010922.jpg,3,93,302,135,354,1,2
(4)000000010922.jpg,4,295,347,327,380,1,2
(5)000000010922.jpg,5,451,300,464,315,0,2
(6)000000010922.jpg,6,466,301,479,317,0,2
(0)000000078545.jpg,0,461,91,474,106,0,2
(1)000000078545.jpg,1,438,97,454,116,0,2
(2)000000078545.jpg,2,455,107,472,127,0,2
(3)000000078545.jpg,3,34,136,51,156,0,2
(4)000000078545.jpg,4,390,138,419,173,1,2
(5)000000078545.jpg,5,472,81,489,97,0,2
(6)000000078545.jpg,6,427,111,440,129,0,2
(7)000000078545.jpg,7,368,148,386,169,0,2
(0)up3282.jpg,0,379,247,414,288,0,2
(1)up3282.jpg,1,222,117,329,267,1,2
(2)up3282.jpg,2,441,223,500,315,0,2
(0)000000033453.jpg,0,251,217,283,258,1,2
(1)000000033453.jpg,1,583,187,606,224,1,2
(2)000000033453.jpg,2,373,205,384,218,0,1
(0)000000047245.jpg,0,172,145,187,163,0,2
(1)000000047245.jpg,1,365,77,395,119,1,2
(2)000000047245.jpg,2,119,150,132,166,0,2
(3)000000047245.jpg,3,616,130,635,156,0,2
(4)000000047245.jpg,4,441,158,453,173,0,2
(5)000000047245.jpg,5,529,140,547,163,0,2
(6)000000047245.jpg,6,478,164,491,178,0,2
(7)000000047245.jpg,7,94,148,110,167,0,2
(8)000000047245.jpg,8,190,143,206,166,0,2
(0)up3891.jpg,0,71,36,92,64,0,2
(1)up3891.jpg,1,250,50,281,86,1,2
(2)up3891.jpg,2,125,16,141,35,0,2
(0)000000059508.jpg,0,112,46,131,70,0,2
(1)000000059508.jpg,1,75,61,91,81,0,2
(2)000000059508.jpg,2,177,59,207,97,1,2
(3)000000059508.jpg,3,227,40,244,62,0,2
(0)000000061370.jpg,0,172,39,203,79,1,2
(1)000000061370.jpg,1,305,48,339,86,1,2
(2)000000061370.jpg,2,261,5,272,19,0,2
(0)000000055892.jpg,0,552,166,569,189,0,2
(1)000000055892.jpg,1,338,194,369,219,1,2
(2)000000055892.jpg,2,611,48,630,74,0,2
(0)000000043890.jpg,0,292,16,309,44,0,2
(1)000000043890.jpg,1,392,16,417,46,0,2
(2)000000043890.jpg,2,460,27,482,54,0,2
(3)000000043890.jpg,3,256,31,275,60,0,2
(4)000000043890.jpg,4,597,32,616,61,0,2
(5)000000043890.jpg,5,304,54,330,92,0,2
(6)000000043890.jpg,6,576,70,593,95,0,2
(7)000000043890.jpg,7,618,81,638,107,0,2
(8)000000043890.jpg,8,348,25,373,51,0,2
(9)000000043890.jpg,9,57,37,84,68,0,2
(10)000000043890.jpg,10,489,52,510,80,0,2
(11)000000043890.jpg,11,332,50,367,95,1,2
(12)000000043890.jpg,12,179,48,202,76,0,2
(13)000000043890.jpg,13,104,38,131,70,0,2
(14)000000043890.jpg,14,325,9,341,40,0,2
(15)000000043890.jpg,15,29,2,44,18,0,2
(16)000000043890.jpg,16,436,18,453,43,0,2
(17)000000043890.jpg,17,35,23,55,48,0,2
(18)000000043890.jpg,18,565,41,578,60,0,2
(0)up2826.jpg,0,146,103,205,183,1,2
(1)up2826.jpg,1,246,106,291,172,0,2
(2)up2826.jpg,2,108,90,146,149,0,2
(0)000000065597.jpg,0,177,86,261,209,1,2
(1)000000065597.jpg,1,320,75,393,183,1,2
(2)000000065597.jpg,2,471,36,551,155,1,2
(0)up0304.jpg,0,237,64,338,186,1,2
(1)up0304.jpg,1,449,55,501,115,0,2
(0)000000104744.jpg,0,66,226,82,247,0,2
(1)000000104744.jpg,1,217,35,254,80,1,2
(2)000000104744.jpg,2,144,199,160,219,0,2
(0)up0130.jpg,0,212,108,229,129,0,2
(1)up0130.jpg,1,389,97,411,126,0,2
(2)up0130.jpg,2,282,66,314,111,1,2
(0)up3030.jpg,0,122,25,144,56,1,2
(1)up3030.jpg,1,374,67,396,95,1,2
(2)up3030.jpg,2,428,84,446,112,1,2
(0)up0368.jpg,0,463,231,550,339,0,2
(1)up0368.jpg,1,152,124,295,313,1,2
(0)000000046559.jpg,0,510,169,590,245,1,2
(1)000000046559.jpg,1,420,171,427,180,0,1
(0)up3144.jpg,0,422,112,443,137,1,2
(1)up3144.jpg,1,319,111,344,143,0,2
(2)up3144.jpg,2,48,145,88,219,1,2
(0)up3951.jpg,0,265,191,306,235,1,2
(1)up3951.jpg,1,393,39,419,75,0,2
(0)up0417.jpg,0,314,231,366,308,1,2
(1)up0417.jpg,1,39,433,95,504,1,2
(2)up0417.jpg,2,119,364,147,404,0,2
(0)up0978.jpg,0,186,85,246,147,1,2
(1)up0978.jpg,1,412,50,466,128,0,2
(0)000000066229.jpg,0,213,151,237,177,1,2
(1)000000066229.jpg,1,421,174,432,188,0,2
(2)000000066229.jpg,2,484,162,495,174,0,1
(0)000000008326.jpg,0,420,179,473,247,1,2
(1)000000008326.jpg,1,191,196,242,258,1,2
(2)000000008326.jpg,2,280,247,323,301,0,2
(3)000000008326.jpg,3,87,259,135,323,0,2
(0)000000034598.jpg,0,338,166,355,186,1,2
(1)000000034598.jpg,1,493,188,506,204,0,2
(0)up0158.jpg,0,95,228,131,279,0,2
(1)up0158.jpg,1,203,96,308,246,1,2
(2)up0158.jpg,2,124,244,148,282,0,2
(0)up4822.jpg,0,196,100,208,116,0,2
(1)up4822.jpg,1,326,64,380,131,1,2
(0)000000035203.jpg,0,277,166,323,237,0,2
(1)000000035203.jpg,1,98,232,182,350,1,2
(2)000000035203.jpg,2,403,208,427,265,0,2
(0)up1868.jpg,0,148,67,198,123,1,2
(1)up1868.jpg,1,337,250,369,294,0,2
(0)up3187.jpg,0,67,329,109,394,0,2
(1)up3187.jpg,1,223,67,301,170,1,2
(0)000000111934.jpg,0,215,85,225,99,0,2
(1)000000111934.jpg,1,325,136,350,166,1,2
(2)000000111934.jpg,2,55,170,66,185,0,2
(3)000000111934.jpg,3,533,101,543,114,0,2
(0)up3582.jpg,0,43,108,92,165,0,2
(1)up3582.jpg,1,257,67,317,150,1,2
(0)up1230.jpg,0,393,107,447,179,1,2
(1)up1230.jpg,1,80,90,110,138,0,2
(2)up1230.jpg,2,485,166,500,195,0,2
(3)up1230.jpg,3,378,159,399,188,0,2
(0)000000009098.jpg,0,433,118,452,141,1,2
(1)000000009098.jpg,1,202,103,223,129,1,2
(2)000000009098.jpg,2,524,42,537,57,0,2
(3)000000009098.jpg,3,113,46,127,62,0,1
(0)000000080046.jpg,0,259,130,281,162,1,2
(1)000000080046.jpg,1,566,136,589,165,1,2
(2)000000080046.jpg,2,112,127,138,161,1,2
(3)000000080046.jpg,3,407,137,429,171,1,2
(0)000000018463.jpg,0,360,80,423,155,1,2
(1)000000018463.jpg,1,257,123,326,214,1,2
(2)000000018463.jpg,2,90,165,139,222,0,2
(0)up0520.jpg,0,62,240,89,275,0,2
(1)up0520.jpg,1,219,7,247,44,1,2
(0)up0432.jpg,0,18,179,34,198,0,2
(1)up0432.jpg,1,116,98,221,229,1,2
(2)up0432.jpg,2,261,162,285,193,0,2
(0)up0035.jpg,0,137,99,247,213,1,2
(1)up0035.jpg,1,325,602,393,696,0,2
(0)up1256.jpg,0,312,75,333,105,0,2
(1)up1256.jpg,1,100,35,138,85,1,2
(0)up0799.jpg,0,121,44,150,79,1,2
(1)up0799.jpg,1,186,58,214,81,1,2
(0)up4356.jpg,0,147,95,220,202,1,2
(1)up4356.jpg,1,8,129,46,177,0,2
(0)000000019347.jpg,0,37,265,62,297,0,2
(1)000000019347.jpg,1,174,99,233,192,1,2
(0)000000035499.jpg,0,157,309,169,322,0,2
(1)000000035499.jpg,1,477,290,484,298,0,1
(0)000000039166.jpg,0,122,49,143,74,0,2
(1)000000039166.jpg,1,140,146,168,184,1,2
(2)000000039166.jpg,2,47,40,69,70,0,2
(0)000000036646.jpg,0,546,81,560,99,0,2
(1)000000036646.jpg,1,85,99,101,113,0,2
(2)000000036646.jpg,2,247,81,259,96,0,2
(3)000000036646.jpg,3,584,92,595,107,0,2
(4)000000036646.jpg,4,507,92,519,108,0,2
(5)000000036646.jpg,5,132,96,146,113,0,2
(6)000000036646.jpg,6,31,90,50,109,0,2
(7)000000036646.jpg,7,183,116,233,168,1,2
(8)000000036646.jpg,8,412,86,423,100,0,2
(9)000000036646.jpg,9,273,77,285,92,0,2
(10)000000036646.jpg,10,95,86,107,102,0,2
(11)000000036646.jpg,11,222,73,234,90,0,2
(12)000000036646.jpg,12,314,111,363,144,1,1
(0)000000011321.jpg,0,231,98,279,157,1,2
(1)000000011321.jpg,1,38,175,76,216,0,2
(2)000000011321.jpg,2,378,56,420,101,0,2
(0)000000012089.jpg,0,518,36,590,138,1,2
(1)000000012089.jpg,1,246,32,302,112,1,2
(2)000000012089.jpg,2,427,89,437,105,0,1
(0)000000101153.jpg,0,279,79,323,138,1,2
(1)000000101153.jpg,1,408,92,434,130,0,2
(2)000000101153.jpg,2,442,104,465,135,0,2
(0)000000064549.jpg,0,203,164,249,218,1,2
(1)000000064549.jpg,1,243,146,298,212,1,2
(2)000000064549.jpg,2,70,176,116,228,1,2
(3)000000064549.jpg,3,8,170,40,215,0,2
(0)up1095.jpg,0,121,103,164,161,1,2
(1)up1095.jpg,1,217,97,262,157,1,2
(2)up1095.jpg,2,415,73,458,129,1,2
(3)up1095.jpg,3,31,99,72,151,1,2
(4)up1095.jpg,4,321,90,364,144,1,2
(0)000000056998.jpg,0,173,101,235,187,1,2
(1)000000056998.jpg,1,220,43,241,76,0,2
(0)up1179.jpg,0,64,200,81,221,0,2
(1)up1179.jpg,1,375,61,398,91,1,2
(0)000000009502.jpg,0,263,274,277,291,0,2
(1)000000009502.jpg,1,202,301,224,325,1,2
(2)000000009502.jpg,2,159,310,183,339,1,2
(3)000000009502.jpg,3,241,291,253,306,0,2
(4)000000009502.jpg,4,166,285,179,298,0,2
(0)000000051870.jpg,0,355,24,374,49,0,2
(1)000000051870.jpg,1,320,50,353,90,1,2
(0)000000071473.jpg,0,94,24,111,43,0,2
(1)000000071473.jpg,1,147,29,165,52,1,2
(2)000000071473.jpg,2,359,63,381,95,1,2
(3)000000071473.jpg,3,466,68,486,93,1,2
(4)000000071473.jpg,4,308,44,327,68,1,2
(5)000000071473.jpg,5,58,80,83,109,1,2
(6)000000071473.jpg,6,436,86,458,120,1,2
(7)000000071473.jpg,7,451,186,495,248,1,2
(8)000000071473.jpg,8,51,140,87,187,1,2
(9)000000071473.jpg,9,124,67,146,95,1,2
(10)000000071473.jpg,10,528,109,564,154,1,2
(11)000000071473.jpg,11,332,18,344,33,0,2
(0)up4479.jpg,0,129,17,185,109,1,2
(1)up4479.jpg,1,89,286,132,341,0,2
(0)up2986.jpg,0,16,68,41,105,0,2
(1)up2986.jpg,1,159,75,192,116,1,2
(0)000000080032.jpg,0,358,317,383,350,0,2
(1)000000080032.jpg,1,53,330,88,372,0,2
(2)000000080032.jpg,2,157,330,208,431,1,2
(0)up1283.jpg,0,52,228,107,303,1,2
(1)up1283.jpg,1,220,195,272,272,1,2
(0)up4615.jpg,0,193,25,251,92,1,2
(1)up4615.jpg,1,40,54,65,85,0,2
(0)000000008601.jpg,0,12,33,27,55,0,2
(1)000000008601.jpg,1,21,83,36,98,0,2
(2)000000008601.jpg,2,141,37,157,57,0,2
(3)000000008601.jpg,3,367,145,389,167,1,2
(4)000000008601.jpg,4,90,87,105,105,0,2
(5)000000008601.jpg,5,161,235,183,263,1,2
(0)000000059628.jpg,0,469,72,494,103,0,2
(1)000000059628.jpg,1,163,109,178,126,0,2
(2)000000059628.jpg,2,7,107,26,126,0,2
(0)up4715.jpg,0,88,93,115,126,1,2
(0)up4817.jpg,0,605,215,619,234,0,2
(1)up4817.jpg,1,553,230,575,261,0,2
(2)up4817.jpg,2,605,256,636,306,0,2
(3)up4817.jpg,3,791,213,845,282,1,2
(4)up4817.jpg,4,1161,219,1190,254,0,2
(5)up4817.jpg,5,582,191,594,206,0,2
(0)000000063419.jpg,0,155,0,170,17,0,2
(1)000000063419.jpg,1,133,19,149,40,0,2
(2)000000063419.jpg,2,304,17,317,35,0,2
(3)000000063419.jpg,3,178,26,193,44,0,2
(4)000000063419.jpg,4,85,47,105,70,0,2
(5)000000063419.jpg,5,239,19,256,42,0,2
(6)000000063419.jpg,6,149,87,180,128,1,2
(7)000000063419.jpg,7,209,0,225,13,0,2
(0)000000025255.jpg,0,301,251,311,265,0,2
(0)000000098530.jpg,0,528,39,559,84,0,2
(1)000000098530.jpg,1,205,60,220,82,0,2
(2)000000098530.jpg,2,117,62,147,102,0,2
(3)000000098530.jpg,3,68,95,92,126,0,2
(4)000000098530.jpg,4,234,53,255,81,0,2
(5)000000098530.jpg,5,318,68,338,95,0,2
(6)000000098530.jpg,6,254,156,288,199,1,2
(7)000000098530.jpg,7,552,67,577,97,0,2
(8)000000098530.jpg,8,415,161,453,205,1,2
(9)000000098530.jpg,9,1,105,30,141,0,2
(10)000000098530.jpg,10,262,233,299,301,1,2
(0)up1201.jpg,0,182,42,288,179,1,2
(1)up1201.jpg,1,413,48,492,177,0,2
(0)000000079811.jpg,0,571,124,587,141,0,2
(1)000000079811.jpg,1,222,41,301,138,1,2
(2)000000079811.jpg,2,105,149,116,163,0,2
(0)000000017211.jpg,0,466,86,516,153,1,2
(1)000000017211.jpg,1,35,188,109,271,1,2
(2)000000017211.jpg,2,585,96,640,217,1,2
(3)000000017211.jpg,3,71,124,125,184,1,2
(0)000000009181.jpg,0,295,76,308,92,0,2
(1)000000009181.jpg,1,261,82,277,102,0,2
(2)000000009181.jpg,2,452,108,466,124,0,2
(3)000000009181.jpg,3,30,107,46,129,0,2
(4)000000009181.jpg,4,163,96,174,110,0,1
(5)000000009181.jpg,5,209,104,221,120,0,1
(0)000000006284.jpg,0,498,11,547,75,0,2
(1)000000006284.jpg,1,279,99,339,178,1,2
(2)000000006284.jpg,2,211,5,249,51,0,2
(3)000000006284.jpg,3,590,35,628,78,0,2
(0)up1204.jpg,0,450,159,475,193,0,2
(1)up1204.jpg,1,232,142,278,206,1,2
(0)up3410.jpg,0,445,76,460,96,0,2
(1)up3410.jpg,1,232,92,282,160,1,2
(2)up3410.jpg,2,307,101,362,172,1,2
(3)up3410.jpg,3,124,78,178,152,1,2
(4)up3410.jpg,4,228,69,242,87,0,2
(0)000000019303.jpg,0,325,24,339,40,0,2
(1)000000019303.jpg,1,299,121,335,151,1,1
(0)up1133.jpg,0,208,118,255,190,1,2
(1)up1133.jpg,1,318,181,352,221,0,2
(0)000000012202.jpg,0,392,83,410,105,0,2
(1)000000012202.jpg,1,572,84,590,109,0,2
(2)000000012202.jpg,2,492,96,521,132,1,2
(3)000000012202.jpg,3,318,80,338,101,0,2
(4)000000012202.jpg,4,116,69,143,105,0,2
(5)000000012202.jpg,5,62,93,75,111,0,2
(0)000000031336.jpg,0,37,196,106,292,1,2
(1)000000031336.jpg,1,335,198,374,246,0,2
(2)000000031336.jpg,2,581,167,640,310,1,2
(3)000000031336.jpg,3,389,190,402,213,0,2
(4)000000031336.jpg,4,214,156,227,174,0,2
(0)000000051538.jpg,0,531,90,581,152,1,2
(1)000000051538.jpg,1,27,73,83,158,1,2
(2)000000051538.jpg,2,158,94,202,151,1,2
(3)000000051538.jpg,3,489,87,529,141,1,2
(4)000000051538.jpg,4,266,106,302,158,1,2
(5)000000051538.jpg,5,596,5,640,92,1,2
(0)up0436.jpg,0,242,116,257,137,0,2
(1)up0436.jpg,1,238,148,257,176,0,2
(2)up0436.jpg,2,510,183,563,246,1,2
(3)up0436.jpg,3,426,138,447,164,0,2
(4)up0436.jpg,4,175,179,223,236,1,2
(5)up0436.jpg,5,459,158,507,215,1,2
(6)up0436.jpg,6,80,158,147,236,1,2
(7)up0436.jpg,7,9,114,21,132,0,2
(8)up0436.jpg,8,323,122,336,139,0,2
(0)000000116276.jpg,0,219,162,236,190,1,2
(1)000000116276.jpg,1,52,118,62,133,0,2
(2)000000116276.jpg,2,183,99,194,113,0,2
(3)000000116276.jpg,3,94,148,105,162,0,2
(4)000000116276.jpg,4,7,115,18,129,0,2
(5)000000116276.jpg,5,538,101,548,116,0,2
(0)000000062424.jpg,0,227,237,259,274,1,2
(1)000000062424.jpg,1,299,189,337,234,1,2
(2)000000062424.jpg,2,483,249,525,301,1,2
(3)000000062424.jpg,3,440,178,474,207,1,2
(0)000000043741.jpg,0,219,67,240,89,1,2
(1)000000043741.jpg,1,506,131,523,160,1,2
(2)000000043741.jpg,2,135,20,146,34,0,2
(3)000000043741.jpg,3,64,12,76,25,0,2
(0)up1311.jpg,0,194,133,272,227,1,2
(1)up1311.jpg,1,359,54,389,88,0,2
(0)000000014136.jpg,0,522,226,542,265,0,2
(1)000000014136.jpg,1,259,174,317,250,1,2
(2)000000014136.jpg,2,564,209,584,247,0,2
(3)000000014136.jpg,3,94,203,130,251,0,2
(4)000000014136.jpg,4,337,179,401,276,1,2
(5)000000014136.jpg,5,480,232,503,268,0,2
(6)000000014136.jpg,6,6,252,18,270,0,2
(0)up0301.jpg,0,485,168,545,234,1,2
(1)up0301.jpg,1,427,54,477,135,1,2
(2)up0301.jpg,2,176,135,222,199,1,2
(3)up0301.jpg,3,94,135,138,198,1,2
(4)up0301.jpg,4,308,164,357,222,1,2
(0)000000016309.jpg,0,158,99,179,123,1,2
(1)000000016309.jpg,1,266,105,289,137,1,2
(2)000000016309.jpg,2,108,108,129,137,1,2
(3)000000016309.jpg,3,209,95,229,121,1,2
(4)000000016309.jpg,4,332,96,355,127,1,2
(5)000000016309.jpg,5,466,101,489,130,1,2
(6)000000016309.jpg,6,547,104,571,137,1,2
(7)000000016309.jpg,7,396,93,419,122,1,2
(8)000000016309.jpg,8,70,104,91,133,1,2
(0)up2191.jpg,0,264,58,295,94,0,2
(1)up2191.jpg,1,87,25,131,79,1,2
(2)up2191.jpg,2,196,61,230,109,1,2
(3)up2191.jpg,3,16,57,30,77,0,2
(0)000000049870.jpg,0,524,156,535,170,0,2
(1)000000049870.jpg,1,269,148,280,162,0,2
(2)000000049870.jpg,2,383,146,395,161,0,2
(0)000000026770.jpg,0,448,26,474,67,0,2
(1)000000026770.jpg,1,100,119,134,172,1,2
(2)000000026770.jpg,2,296,142,333,190,1,2
(0)up3153.jpg,0,187,176,238,258,1,2
(1)up3153.jpg,1,88,90,174,214,1,2
(2)up3153.jpg,2,340,199,370,229,0,2
(0)up2386.jpg,0,97,154,131,195,0,2
(1)up2386.jpg,1,281,81,338,165,1,2
(2)up2386.jpg,2,78,100,89,115,0,2
(0)000000079343.jpg,0,427,95,456,148,0,2
(1)000000079343.jpg,1,327,92,364,144,0,2
(2)000000079343.jpg,2,87,0,143,84,1,2
(3)000000079343.jpg,3,472,0,536,96,1,2
(0)up0079.jpg,0,115,16,157,74,1,2
(1)up0079.jpg,1,399,205,420,234,0,2
(2)up0079.jpg,2,234,200,255,224,0,2
(0)000000032241.jpg,0,289,116,305,134,1,2
(1)000000032241.jpg,1,196,122,207,136,0,2
(0)up1773.jpg,0,158,49,243,158,1,2
(1)up1773.jpg,1,260,148,306,210,0,2
(0)000000037240.jpg,0,310,205,321,220,0,2
(1)000000037240.jpg,1,394,209,420,250,1,2
(2)000000037240.jpg,2,430,222,447,245,0,2
(3)000000037240.jpg,3,144,164,180,214,1,2
(4)000000037240.jpg,4,172,204,183,219,0,2
(0)up1193.jpg,0,160,99,193,148,1,2
(1)up1193.jpg,1,274,126,315,179,1,2
(2)up1193.jpg,2,41,141,62,163,0,2
(0)000000027355.jpg,0,564,50,595,82,0,2
(1)000000027355.jpg,1,232,5,268,51,1,2
(2)000000027355.jpg,2,508,81,532,114,0,2
(3)000000027355.jpg,3,616,6,640,46,0,2
(0)000000110467.jpg,0,384,59,418,96,1,2
(1)000000110467.jpg,1,239,47,269,87,1,2
(2)000000110467.jpg,2,321,92,353,138,1,2
(3)000000110467.jpg,3,281,111,313,151,1,2
(4)000000110467.jpg,4,461,71,496,116,1,2
(5)000000110467.jpg,5,298,62,329,103,1,2
(6)000000110467.jpg,6,208,112,238,156,1,2
(7)000000110467.jpg,7,127,85,157,125,1,2
(0)000000005354.jpg,0,316,134,359,204,1,2
(1)000000005354.jpg,1,136,119,178,191,1,2
(2)000000005354.jpg,2,450,137,488,186,0,2
(0)000000022770.jpg,0,406,156,443,204,1,2
(1)000000022770.jpg,1,302,192,341,236,1,2
(2)000000022770.jpg,2,212,184,248,234,1,2
(0)up1046.jpg,0,46,58,141,187,1,2
(1)up1046.jpg,1,346,55,454,188,1,2
(2)up1046.jpg,2,216,48,311,163,1,2
(0)up1016.jpg,0,129,91,170,149,1,2
(1)up1016.jpg,1,333,139,387,206,1,2
(2)up1016.jpg,2,221,152,262,213,1,2
(0)000000018283.jpg,0,163,132,273,290,1,2
(1)000000018283.jpg,1,84,225,119,278,0,2
(2)000000018283.jpg,2,30,11,67,55,0,0
(0)up1558.jpg,0,34,65,125,174,1,2
(1)up1558.jpg,1,384,123,431,189,0,2
(0)up2907.jpg,0,144,95,181,143,1,2
(1)up2907.jpg,1,334,358,367,395,0,2
(0)up1509.jpg,0,236,122,298,199,1,2
(1)up1509.jpg,1,97,111,148,179,0,2
(0)000000069446.jpg,0,25,227,41,245,0,2
(1)000000069446.jpg,1,339,151,354,172,0,2
(2)000000069446.jpg,2,180,145,285,288,1,2
(0)up2358.jpg,0,94,83,132,133,1,2
(1)up2358.jpg,1,221,82,254,122,1,2
(2)up2358.jpg,2,292,121,323,164,1,2
(3)up2358.jpg,3,360,112,401,169,1,2
(4)up2358.jpg,4,114,156,151,203,1,2
(0)up3275.jpg,0,218,58,236,81,0,2
(1)up3275.jpg,1,214,144,250,186,1,2
(0)000000029745.jpg,0,436,9,505,88,1,2
(1)000000029745.jpg,1,177,144,229,222,1,2
(2)000000029745.jpg,2,237,98,290,167,1,2
(3)000000029745.jpg,3,382,140,430,209,1,2
(0)000000075945.jpg,0,438,123,469,164,1,2
(1)000000075945.jpg,1,245,144,275,196,1,2
(2)000000075945.jpg,2,35,195,46,205,0,1
(0)000000042723.jpg,0,122,87,202,188,1,2
(1)000000042723.jpg,1,411,173,447,218,0,2
(2)000000042723.jpg,2,255,130,310,203,1,2
(0)000000028785.jpg,0,477,115,509,154,0,2
(1)000000028785.jpg,1,87,93,151,199,1,2
(2)000000028785.jpg,2,412,112,437,138,0,2
(3)000000028785.jpg,3,525,138,563,185,0,2
(0)up1869.jpg,0,210,31,226,51,0,2
(1)up1869.jpg,1,191,77,214,106,1,2
(0)000000053251.jpg,0,161,36,182,66,0,2
(1)000000053251.jpg,1,459,40,486,77,0,2
(2)000000053251.jpg,2,521,96,543,127,0,2
(3)000000053251.jpg,3,241,38,266,66,0,2
(4)000000053251.jpg,4,353,58,394,126,1,2
(5)000000053251.jpg,5,555,101,583,137,0,2
(0)000000096579.jpg,0,222,94,282,177,1,2
(1)000000096579.jpg,1,404,195,425,228,0,2
(2)000000096579.jpg,2,519,136,559,200,1,2
(0)000000064840.jpg,0,345,131,366,157,1,2
(1)000000064840.jpg,1,428,161,452,184,1,2
(0)000000030881.jpg,0,488,205,515,239,0,2
(1)000000030881.jpg,1,309,217,339,246,0,2
(2)000000030881.jpg,2,420,213,444,241,0,2
(3)000000030881.jpg,3,475,254,504,290,0,2
(4)000000030881.jpg,4,558,283,587,316,0,2
(5)000000030881.jpg,5,477,332,505,369,0,2
(6)000000030881.jpg,6,286,352,319,384,0,2
(7)000000030881.jpg,7,308,376,340,407,0,2
(8)000000030881.jpg,8,123,19,148,47,0,2
(9)000000030881.jpg,9,402,162,432,201,0,2
(10)000000030881.jpg,10,517,176,543,212,0,2
(11)000000030881.jpg,11,578,222,605,253,0,2
(12)000000030881.jpg,12,573,331,604,362,0,2
(13)000000030881.jpg,13,160,133,206,202,1,2
(14)000000030881.jpg,14,479,10,504,38,0,2
(15)000000030881.jpg,15,557,2,584,31,0,2
(16)000000030881.jpg,16,312,249,340,284,0,2
(17)000000030881.jpg,17,22,324,50,361,0,2
(18)000000030881.jpg,18,385,329,418,374,0,2
(19)000000030881.jpg,19,455,307,478,335,0,2
(20)000000030881.jpg,20,588,387,616,419,0,2
(21)000000030881.jpg,21,206,336,238,372,0,2
(22)000000030881.jpg,22,221,244,246,276,0,2
(23)000000030881.jpg,23,37,2,63,29,0,2
(24)000000030881.jpg,24,382,304,402,327,0,2
(25)000000030881.jpg,25,41,284,63,315,0,2
(26)000000030881.jpg,26,277,305,296,340,0,2
(0)up2518.jpg,0,419,14,441,39,0,2
(1)up2518.jpg,1,226,73,261,117,1,2
(0)000000083122.jpg,0,125,82,155,113,0,2
(1)000000083122.jpg,1,333,52,357,80,0,2
(2)000000083122.jpg,2,191,57,218,88,0,2
(3)000000083122.jpg,3,584,78,611,116,0,2
(4)000000083122.jpg,4,442,67,469,102,0,2
(5)000000083122.jpg,5,449,37,494,94,1,2
(0)up4666.jpg,0,272,131,296,164,1,2
(1)up4666.jpg,1,2,189,25,222,0,2
(2)up4666.jpg,2,19,232,38,254,0,2
(0)000000064503.jpg,0,144,101,253,251,1,2
(1)000000064503.jpg,1,348,133,423,253,0,2
(0)up4722.jpg,0,546,105,560,125,0,2
(1)up4722.jpg,1,134,133,158,159,1,2
(2)up4722.jpg,2,324,131,346,160,1,2
(3)up4722.jpg,3,599,108,614,127,0,2
(0)up2822.jpg,0,320,110,339,135,0,2
(1)up2822.jpg,1,145,57,181,106,1,2
(0)up0637.jpg,0,267,136,292,163,0,2
(1)up0637.jpg,1,147,10,228,117,1,2
(2)up0637.jpg,2,264,53,306,121,0,2
(3)up0637.jpg,3,280,172,299,192,0,2
(0)000000103605.jpg,0,132,254,198,347,1,2
(1)000000103605.jpg,0,278,310,289,326,0,1
(0)000000000619.jpg,0,277,66,294,84,0,2
(1)000000000619.jpg,1,279,178,294,196,0,2
(2)000000000619.jpg,2,152,58,167,79,0,2
(3)000000000619.jpg,3,145,173,198,225,1,2
(0)000000019280.jpg,0,252,79,277,120,1,2
(1)000000019280.jpg,1,2,42,17,61,0,2
